prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tengah ;Kab. Buol ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Timur ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2021,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sumatera Utara ;Kab. Dairi ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Sikka ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Timur ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sulawesi Utara ;Kota. Kotamobagu ",2021,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Papua Barat ;Kota Sorong ",2021,2
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bandung ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Aceh ;Kab. Aceh Tamiang ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Nusa Tenggara Timur ;Kota Kupang ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Banten ;Kota tangerang Selatan ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Aceh ;Kab. Bireuen ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jambi ;Kota Jambi ",2021,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Barat ;Kab. Majalengka ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Sumba Timur ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Kalimantan Barat ;Kab. Ketapang ",2021,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Maluku Utara ;Kab. Kepulauan Sula ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Papua Barat ;Kab. Raja Ampat ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sumatera Selatan;Kab. Musi Rawas Utara",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Manggarai Timur ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kota Semarang ",2021,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Bengkulu ;Kab. Kaur ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Jawa Tengah ;Kab. Blora ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Timur ;Kab. Blitar ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Nusa Tenggara Barat ;Kota Mataram ",2021,8
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jambi ;Kab. Batang Hari ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Tanah Datar ",2021,3
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Sulawesi Selatan ;Kota Pare-Pare ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Gorontalo ;Kab. Bone Bolango ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2021,12
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Gorontalo ;Kab. Boalemo ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Banyuasin ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Purbalingga ",2021,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Maros ",2021,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Riau ;Kab. Kuantan Singingi ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Pamekasan ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Timur ;Kab. Bojonegoro ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Grobogan ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Boyolali ",2021,6
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Riau ;Kab. Indragiri Hulu ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kota Tarakan ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Banten ;Kota Tangerang ",2021,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Timur ;Kota Malang ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2021,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kab. Ciamis ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Magelang ",2021,4
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Barat ;Kab. Majalengka ",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Boyolali ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2021,2
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Lampung ;Kab. Mesuji ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Gorontalo ;Kab. Bone Bolango ",2021,4
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jambi ;Kab. Merangin ",2021,3
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Lampung;Kab. Pesisir Barat",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat Daya ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Banten ;Kota Cilegon ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Timur ",2021,2
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka Selatan ",2021,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondaw ",2021,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Barito Utara ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Cirebon ",2021,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kepulauan Riau ;Kota Batam ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka ",2021,13
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2021,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Tanah Laut ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Maluku ;Kota. Tual ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Barat ;Kab. Subang ",2021,3
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Banten ;Kota Cilegon ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Tulungagung ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Jawa Timur ;Kota Kediri ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Riau ;Kota Pekanbaru ",2021,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Tapanuli Selatan ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2021,12
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Aceh ;Kota Langsa ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Selatan;Kab. Musi Rawas Utara",2021,3
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Tasikmalaya ",2021,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Banyuasin ",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Sukabumi ",2021,1
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Banten ;Kab. Serang ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Aceh ;Kota Banda Aceh ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Buol ",2021,14
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Utara;KABUPATEN BULUNGAN",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kota Surakarta ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Jombang ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kota Madiun ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Bojonegoro ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Selatan ",2021,3
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Kalimantan Barat ;Kab. Kuburaya ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Tengah ",2021,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Solok ",2021,3
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondow Utara ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Papua ;Kab. Merauke ",2021,1
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Lampung ;Kota Bandar Lampung ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Selatan;Kab. Penukal Abab Lematang Ilir",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sumatera Barat ;Kota Padang ",2021,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Maluku Utara ;Kab. halmahera Utara ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondow Utara ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Papua Barat ;Kab. Fak-Fak ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2021,4
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kota Kendari ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Malinau ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Kalimantan Timur ;Kota Tarakan ",2021,3
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Tengah ",2021,3
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Lampung ;Kota Metro ",2021,4
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Maluku Utara ;Kota Tidore Kepulauan ",2021,5
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Utara ;Kota Sibolga ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Barito Utara ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Utara;KOTA TARAKAN",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Subang ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe Utara ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Tengah ;Kota Pekalongan ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Aceh ;Kota Sabang ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2021,4
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe Selatan ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Timor Tengah Selatan ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Papua Barat ;Kab. Sorong Selatan ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2021,4
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Banten ;Kab. Tangerang ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jambi ;Kab. Merangin ",2021,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Boyolali ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Timur ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Ilir ",2021,3
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Gorontalo ;Kab. Boalemo ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kota Cimahi ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Kendal ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondow Utara ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Kepulauan Riau ;Kab. Karimun ",2021,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Bali ;Kab. Buleleng ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2021,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2021,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Tengah ;Kota Surakarta ",2021,2
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pekalongan ",2021,2
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2021,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Jawa Timur ;Kab. Bangkalan ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Barat ;Kab. Garut ",2021,3
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat;Kab. Pangandaran",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Aceh ;Kab. Aceh Besar ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kota Kupang ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Timur ;Kab. Ponorogo ",2021,3
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tengah ;Kab. Tojo Una-Una ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kota Sukabumi ",2021,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Aceh ;Kab. Aceh Tengah ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Barat ;Kab. Bekasi ",2021,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Gorontalo ;Kab. Pohuwato ",2021,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Tengah ;Kab. Klaten ",2021,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sulawesi Tenggara;Kab. Muna Barat",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sulawesi Tengah ;Kab. Marowali ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Selatan ;Kota Lubuk Linggau ",2021,5
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jawa Tengah ;Kota Pekalongan ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bandung ",2021,3
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sumatera Barat ;Kab. Solok ",2021,3
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Selatan ;Kota Palembang ",2021,3
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Maluku Utara ;Kab. Pulau Taliabu",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Banggai ",2021,5
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Banten ;Kab. Tangerang ",2021,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Banyumas ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Bantul ",2021,2
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Maluku ;Kota. Tual ",2021,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Riau ;Kota Dumai ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Timur ;Kota Surabaya ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Sikka ",2021,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Jambi ;Kab. Tanjung Jabung Barat ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Maluku ;Kab. Seram Bagian Barat ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Kepulauan Riau ;Kota Batam ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Kolaka ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2021,4
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Tengah ;Kab. Batang ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Maluku Utara ;Kab. Kepulauan Sula ",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Boyolali ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Lampung ;Kota Metro ",2021,3
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Timur ;Kab. Tuban ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2021,8
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Banjarnegara ",2021,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Banggai ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Papua ;Kab. Mappi ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jambi ;Kab. Muaro Jambi ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sumatera Selatan ;Kab. Banyuasin ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Utara ;Kab. Minahasa Utara ",2021,1
"Reguler - FIKes - Pendidikan Profesi Bidan",Perempuan,"Prop. Riau ;Kota Pekanbaru ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. D.K.I. Jakarta ;Kota Jakarta Barat ",2021,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Papua ;Kab. Asmat ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Muna ",2021,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Temanggung ",2021,13
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Sumatera Selatan ;Kota Palembang ",2021,2
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sambas ",2021,1
"Internasional - FIKes - Keperawatan S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Nganjuk ",2021,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2021,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Maluku ;Kab. Kepulauan Aru ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tengah ;Kab. Tojo Una-Una ",2021,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sulawesi Tenggara;Kab. Muna Barat",2021,1
"Internasional - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Sumenep ",2021,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Kalimantan Barat ;Kota Pontianak ",2021,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Sulawesi Tengah ;Kota Palu ",2021,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kota Bandung ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Timur ;Kab. Banyuwangi ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Riau ;Kota Pekanbaru ",2021,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2021,1
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"LUAR NEGERI;LUAR NEGERI",2021,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Selatan ;Kota Palopo ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2021,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Selatan ",2021,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Tanah Tidung ",2021,1
"Lintas Jalur - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2021,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Riau ;Kab. Rokan Hilir ",2021,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kab. Sumenep ",2021,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Papua Barat ;Kab. Sorong Selatan ",2021,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara Barat ",2021,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Utara ",2021,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Kalimantan Barat ;Kota Pontianak ",2021,3
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Riau ;Kota Dumai ",2021,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Lampung ;Kab. Tulang Bawang ",2021,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Marowali ",2021,1
